func_args;signature;origin
FreshLime(string);\xe65ca226f7ab35846085554e9c72f162260bd2e4a6d6a752f0aacad4e0f18fe5;8
CommissionSent(address,address,uint256);\x712a55cc37785a73fe62b825b727db0ea3090925d8f41f02b7b387e8da3a4834;8
EventWeDontWant(bool);\xd944c2f8985feca634682acc26a5cd4370f6fc8811a8e6f2710663021fe2c418;8
EmitStats(string,uint256,uint256);\x566cfd1a1a56b98b6284259e973499582012237c999743c1ed0e29f6ec6652ed;8
EmitOutcome(bool,uint256);\x571ec5d4e87393641c02c32b71149126f638b06945769405cd57fd53f3f1d786;8
Traceevent(address,string);\xfd946bfe49671ce22b95969bf66b4057672fe2fc08c52c0667c7c2563c92eb59;8
TransferBalanceV1(address,address,uint256,string,string,string);\x274a09bbb5b8d2b5361f60b5ebf5b3456236e3cdc0716ea1387ce64cc4e28c5a;8
TransferBalanceV2(address,address,address,uint256,uint256,uint256,string,string,string);\x691b9f5327cae8e563b0b3e587c5f18019d0224fdafe433c65b1fb55bb95a69f;8
TransferBalanceV3(address,address,address,address,uint256,uint256,uint256,uint256,string,string,string);\x855c3b6ad65580ac5bfdb0454f1c3785ea100af2740e6591bdda9eae87399f34;8
DirectTransfer(address,address,address,address,uint256,uint256,uint256,string,string,string);\x7f7f72a4776add1f753651af11accadaf491c9393a462799c1cca49472ac3a53;8
DecreaseSupply(uint256,uint256,string,string);\xcd7e5358a4f0a58c7a05342af9d338498402c905281bcdc9c8befca1fb87e09c;8
IncreaseSupply(uint256,uint256,string,string);\x7de7bba7a2a18e1fe456e29d39ef6c424986bd6f15f43ab3c12504eecd4999da;8
SeasonClosed(uint256,address);\xd76da85e959bfc6199b7d8498582652b507a359199089c4fe786b854154f3d60;8
LogStageCap(uint256,uint256);\x27ec6b034f7d8c29c49da4d9d3a7ddd8ff9ab763542602a7588b18948f4766b6;8
LogUsdUsed(uint256,uint256);\x1a7ad8ac986c85aebf4bf77fc4584f104a5f2a5a90c5966e20b7b57aff65d1ca;8
LogUsdRemain(uint256,uint256);\x6941747edd43dec6c060c90ee5f78218023e29bfcf09e2e06c8af45b6a3ed2e8;8
LogEx(uint256,uint256);\x7e387d509393fb6f2deaf73c7c2139da6c3ff1bb0cd9fdc78bedc3b1ece7877e;8
LogStageCap(uint16,uint256);\x838156676fa557018b1207ff74df099e46aaaaeb148e1623fbe3d1b489e8efae;8
LogUsdUsed(uint16,uint256);\xfa3bb2fc484846773ba2862ea65350f2409546317a85dc0330fbf1536f276331;8
LogUsdRemain(uint16,uint256);\x7d1e1a9be59070dc734124674b4e179dfec769701bca7d5dae7e725146d11812;8
RefreshLockUp(address,uint256,uint256);\xc9d2e2673026f64a68e9c7fc58b09b9c166da51e0633cddb76edba683a932793;10
AddLock(address,uint256,uint256);\xd358cc2dd1abdafd03d9dfa1df999dd03959e41ae1ec3773ad2d62a8ce1153db;10
PriceAvailable(uint256,uint256);\xc50014e437e9c444ede57ff15653298b3005249545d4854ebdbf889ac2531fa7;10
OnBurn(address,uint256);\x8d30b9ef9fd1d5e500fb9aa2d26e3568bfd94af42558c689a79bba114b4e1d98;10
OnFrozenAccount(address,bool);\xbebe0466bf555946cdf94a5f5125d3a02df9fa11d2f1c3e131218ee185904906;10
OnAddFundsAccount(address,uint256);\x8583e132896b930f2e31e86fb280936f43a90ce6efc6e7a7e02be4924bb71796;10
CheckTrade(uint256);\x8e613cdc4b6f1c7aef914fe20df6bc18028bdc4e2b5a05c9d73844226fd84cbc;8
PrivateDataUpdated(address,bytes32);\x1bd7e914e13f7cf5c918a20e77d8191f4851771f8c9425e85ec118fa3e2e33e7;8
PrivateDataDeleted(address,bytes32);\x25e5b7d51c31a9c5ccb88759f5d30bbd5cac7eb300c5cb2498574f56463a6d37;8
PrivateDataExchangeProposed(uint256,address,address);\xabe53237e9ea366da7fa5507ac62db22bd446d6b66bcff4a6d6c1b11e9af1983;8
PrivateDataExchangeAccepted(uint256,address,address);\x843dda373d0d243dce80a6cd203b9cbba8576d036c7eb937f9de36ebe6e8b023;8
PrivateDataExchangeClosed(uint256);\x5d1a7ae2ffda31cae15ed5129d32260ef2a270a21325f536f7954ed297e52c8e;8
PrivateDataExchangeDisputed(uint256,bool,address);\x540941e0fc2370abde0bfa6ddbb49188469597e518416fa24327f39469c9b2ec;8
DonatorAdded(address,uint256,string);\x4fd495dc0439564e68429109957bab269f385cbaf6c42b58f94633e8fb3d32c8;8
DonatorUpdated(address,uint256);\x4aeb87bf87e31012911aa20d64e1386c515a525576d0601053925d56371bf0d6;8
DonatorDeleted(address,uint256);\xcc37517f558765a720769d3273406bf696f3a138d9efd1d1b9f4f995d375bd2b;8
AdminUpdated(address,uint256);\xabfafa62f2f183eb8fe4ae2293ed2d954001a6a345c459031f171dedad91824e;8
AdminDeleted(address,uint256);\x1ae8675e17c1b9b10dce7d21a121923a77aacb85208ecd7507b554304128882f;8
GroupAdded(address,uint256,string);\x35b19329f15ea57e850d11fd0eba7f755772f032767ba846fa80806a53f206cf;8
GroupUpdated(address,uint256);\xfc7b4e2e3142f1b87553fa62a9ba798c4299a75896a50c1add00df6a621ebede;8
GroupDeleted(address,uint256);\xee44863a2edfb44a9442605d39f8ba7b0f1ea624b0e864bc8977c5e7d4e1c370;8
DonatorAddedToGroups(address,uint256,uint256[]);\xdc8c4385c25121898b62bdd8ac24bd41b5032186735c71aa273ba3ba128389b1;8
DonatorRemovedFromGroups(address,uint256,uint256[]);\x2e81a0614b693c57f96a5a5570d4fb72d2a74d1252a1c0427e11be174744e3ed;8
DonatorMovedInGroup(address,uint256,uint256,uint256);\xab3883e082b28ceebfc776daf7984c7bef20f4d8984f6c48b29df86f9e86c13c;8
LogFiatTokenMintedToMany(address,address[],uint256[]);\xb753273e44b9730704674aac88c238e01a104313f167154be5853064e1dd66f0;10
LogBountyTokenMintedToMany(address,address[],uint256[]);\x737d5cf083c6df12390be993628fed9e8cffb9adcdeab9b73a4d388219b9ec31;10
LogPrivateSaleExtended(uint256);\x7df78e9fd0846ddf39f6308d970e33c9c54abfcfb0090cb6c0d716f7986f8b29;10
LogMainSaleExtended(uint256);\xd56dc2c860b2962a58ce1023598b72cac28c14ecf3087a391d2c3825ea8ccb7e;10
LogMinterAdded(address);\xf520dd67ceedf317bc1fd6202af56f22510a422039748e1dc927ad4f5dcfd51c;10
LogMinterRemoved(address);\x4f2e45736bb0b7476bb1aaf6ee5b6f4ae1783384c4f707a4158e14d64d7eda04;10
SendBackToken(address,address,uint256);\x3a88da1bd81576c94a46372a75ba7622727c0fe2eae361bbf6f49809a863059c;10
CreateOrderObj(bytes32,address,address,uint256);\xd4f6ac00afb31030127fa7045a43a3979921d10de6444b1c71fdc178871af034;10
CreateOrder(address,bytes32,address,uint256);\xb74405a7707be4a59a02054c8c3f7fd03d37c4c271c8461407497d35edb815d0;10
CreateMatchOrder(address,bytes32,bytes32,address,uint256);\x0d57a0aba1c629a37e46a7bdac3c336323fdfd743bcd6e1504e5d0c1c8934e6c;10
DeleteOrder(address,bytes32);\x23d15106c377e0242ad0cb7a8821064a83314ce448cdfc778e0c2009b32065f5;10
DeleteMatchOrder(address,bytes32,bytes32);\xe58c318e88738acb18fc5b305437bc9eb7aeef01fd6e00f3fe76242f0df4c307;10
InversePriceConfigured(bytes4,uint256,uint256,uint256);\x2133db505c9d92361db62ae15e94eb366fc5188c73bb9943966e6176c026c79e;10
InversePriceFrozen(bytes4);\x684252d859279842b23fadbb3debd086980415e4b545844875fd4189cac852a8;10
StageClosed(uint256,address);\xeb233b5b7ba017d2651d779b7619d1a70758bcd13049019e0dd121077a1e1a2f;10
SeasonClosed(uint16,address);\x7d2797fdf1b9f35ccf52e7b904a608332c1db1d8c7f2ff7f28ea7f2d6f87996c;10
Propose(address,bytes);\x641e122cc622920a3bce4840ce4dbc59f7bb5601be24c153c67daabb9134b256;10
Dismiss(address,bytes);\xd3a993c9c64be96d3e5d92cf1dee9b4f3c7d3278ee948819cc8552a9e3c49f51;10
TokenVestingReleased(uint256,address,uint256);\x295ac83a3c5cf518a125ba974be97dca6a668bae6dd90b6902b2618cdff1fcc6;10
TokenVestingAdded(uint256,address,uint256);\xfbd41c6118c5ed14f196c270a1793d95e8517e43031d9bb61aa71cb2a38bf557;10
TokenVestingRemoved(uint256,address,uint256);\xdc8b9c8cc0c8d05e10824e69ee88995716a539af94a1c60fb9898367f613477c;10
Payload(string);\x53a85291e316c24064ff2c7668d99f35ecbb40ef4e24794ff9d8abe901c7e62c;10
GovernanceContractAdded(address);\xc8b076565c11e989d811cc9ebc33f3fc9d6a635f402f80ca900c7c126ba88748;10
GovernanceContractRemoved(address);\x6143afc7a354e1ab1c3f52714297bfe2a0958df8cd9e15f84953a51264bb52bc;10
AgreementCreated(uint256,address,address,address,uint256,uint256,uint256,uint256);\x947d2dc71b029f433aa0383a0ef9364b5a9ac4569897d6f8f7489a89b394e990;10
AgreementCancelled(uint256,address,address,address,uint256,uint256,uint256,uint256);\x4975aea2b6ac27f280533501bfa107e167e78cf177cb8e5b204a5b8002ff007c;10
Withdraw(uint256,address,address,address,uint256,uint256);\xae7c0fdf04394e630f0f88db0daac3232a0f060314499da12bfabe13dc9988ae;10
LogAddLiquidity(address,uint256,uint256,uint256,address);\x9b8217aa00ed46e167fe971f97db538e33072fc0260c9d44a930e84c734b6b72;10
LogRemoveLiquidity(address,uint256,uint256,uint256,address);\xfd80ed750cd1bf6e607c20103d8d61e1e6f5e44c9eed93423482ddfc5ded517a;10
LogShutPool(address,uint256,uint256,uint256,address);\x73f45fd8326d8c3f3bcbe447e17d38be9f8dd22219429e95ea714af7b189dfa9;10
LogFiatTokenMinted(address,address,uint256);\x95a520a21ce4355b93aeb1d7ee5a2c3fc33509998055b6d5779ef10097a52cc2;10
ReceiveToken(address,address,uint256);\x5e3da8fba24af91505c66214c9e629ba712ce2c1b8c318f14f7024fdcba544a8;10
GrewTroi(address,uint256,uint256);\x5f09c1c237f0d560f1352de59a08b30e8ef6ff3cf7d353d0bee0edb2f61d5da3;10
HarvestedFroot(address,uint256,uint256);\xd00903019075d0f45ffcc07011ab4abf1a06d0f901bf69a810ad75532d7a0ae6;10
BecameKing(address,uint256,uint256);\x7b31c696e35a4eb56574806fff4443d9d5199cb8d46697454c3b9147618524c2;10
ResetClock(address,uint256);\x4fd59206b6f4f1d866f95f490177ce09e892248c9122437444872324957cf9d8;10
Doomed(address,address,uint256);\xfcd34ade61d7977651a24cf106cc959d929752e93e451162c8b41b611804de4f;10
WonDaily(address,uint256);\xd426fbe1cea083356571be627e1ad695169d24f373fdc4585c5b5a344721399d;10
BoostedChest(address,uint256);\xebb5bdde204269ddd38880d2fe28c67ffdf60db4e09875c8dbff1dd8b072b6eb;10
DataPointSet(bytes32,bytes32);\xf9380266d1b78c95a6ed2ce753c656d6299e5bece24751facbfb45bf81e3a4d3;8
DataPointCleared(bytes32);\x8878514bff97eb938f2e3159f0ef20365151a7c68172b69d027c38240d78e3bd;8
AssignmentExecuted(address,uint256,address,address,uint256,uint256);\x54faa0d042c6c21fadd1baddec5312dff997e4bae12785e028fca2b983143601;8
TopLevelDomainCreated(bytes32,bytes);\x3caf4d84619c5e313b517f0638d23a4e63da28616d7ae54213eaa98513f9be46;10
TopLevelDomainPriceUpdated(bytes32,bytes,uint256);\xf35b766ae80a6f8719efbd3e3d7fb5aed408aa9481aaefb24a1f16aba5e27b3b;10
DomainRegistered(bytes32,bytes,address,address,bool);\xaa28b1bb67958d3c5451899f92c1fce2286038782346c48100b16f0f3381e497;10
SubdomainDeleted(bytes32,bytes,address);\x94c5cba2f068e535bee4da920c1bee8bbefd43a2811bc7a50b8da1c2eb679ce8;10
DomainRegistrationOpened(bytes32,bytes);\x92ef2e7f863da78a6ff8ac943cd0d0a3a8997cfa144cddf3e143b36123c6ad80;10
DomainRegistrationClosed(bytes32,bytes);\xd5126b34568a452aaafdb49f6c359304703d15d7a53094f31b74a433dddea7fc;10
ApprovedForDomain(bytes32,bytes,address);\xb96f112ffbe363d89dca0d0c814fdf9be775c6eb869e01a7200af277378a7965;10
DisapprovedForDomain(bytes32,bytes,address);\xe20da70b0724e36b52257b00d31964ce07f8a2af5d37df60dca34d0bb5d302fc;10
ContentUpdated(bytes32,bytes,string);\x2c48a639f2de2afa369143f29a73f5f7d38112e829047d79342a267e00aae302;10
EthIssued(uint256);\x9737d7dd89d0ba08ef09d12ef3758112d5da7517a2c0e24e6cd86112864a4fbc;10
DealCreation(address);\x60e0d9205450c0b60ee87100e97d14ee2b29631f2783c310333dfa00387e6f57;10
FeePayment(address,uint256);\x0057d762ad8f1734de771f2b521b2668347c0cee2d709a12254662cd5a7d4180;10
CloseoutCreditIssuance(address,uint256);\x4a6b031dd6b9ac3f8741020816e6e2e6f0dad3bd2a25eae887e3c548e214a3ff;10
CloseoutCreditCollection(address,uint256);\xda4ab30f4f0b7131bbbe0b679e935b70935e3f0691fa417704056403aa940e21;10
ArbitratorAssignment(address,address);\xf1ae96a241bca8e7f82eb80cdaf0a0dc19380b422f247d5e1029281c7b6344fa;10
EnableBurn();\x4c0ca4acedb0ee17ab12db45bc09ba316f1eecdda7def59ff3e54fe8aea947fe;10
DisableBurn();\xbbc93a6206317394647562699947851b9094e381eecad6a3ac6376eda00767aa;10
Upgrade(address,uint256,bytes32,bytes32,bytes32);\x126adc37453940caab3ac2debd209cf62c3b0f49ab065845b9f189211a3cd888;8
Mint();\x34c73884fbbb790762253ae313e57da96c00670344647f0cb8d41ee92b9f1971;8
CryptonomicaVerificationContractAddressChanged(address,address,address);\x672dd38f2beb90ec53db1f45bbf0fa47046b06efafae6454b5343af6973423b0;8
BountyCreated(address,address,uint256);\xac9bb969dfe6415a4665bfa1e14d838c195141fe49fe20c01910c98aa5a1b706;8
BountyPassed(uint256,address,address);\xe3803d143b09d124c547a69dd8d80f22250538a96ed4cdb9af0c11e30dc09a02;8
BountyWon(uint256,address);\x19abcc4a7792857c92c3f17ecbefceffdd2e3f9a350272f8c56037e4e6d3182d;8
BountyConfirmed(uint256);\x65bb3d8d6b38d5b6ddb89cefcd5dfff6cb7421d811df1750b63ffe668bcc34d0;8
Wager(uint256,address,string,uint256,uint256);\x469a8578ad775a8bd5dc41e22e072b1fabb2409420b887cfbe4017083d574d28;8
WagerAccepted(uint256,address,string,uint256,uint256);\x606c86c5dcbef704e7aa9c51d43b0d6043c7093c8df365f985e74d369f9627c1;8
Shame(uint256,address,address,uint256);\x64a056f73c2d1f68aa38a6fdc8b0c8a3b07ee6ba5a34353a0134194f83e5b7d6;8
TeamCreation(address,string);\xbe19cb2306068d5ca9290c63946a0e6b666401438523064c1d88817dc0a90130;8
Reception(address,uint256);\x2b948e9f3337ba1482fbd4e5a67ad8afccbfaabd4215fb0c950972b9ff02f7a9;8
TransactionExpiration(uint256);\x42845d4fe4573d2a2483142c7601225e77790ec8b013886f88aafd2ed6f74072;8
NewPolicy(address,string,uint256);\xb27a0fc1a4489519e6138c9e3b799db07971880a052571764dc443b283eaaa56;8
NewFlight(bytes32,string);\x0ef09acad3e7fa89cc3c1884adf27dad5dac6c428b8b449e72c77e57b3f2c5ff;8
SkillUpdated(uint256,uint256,uint256);\x71653e3ffc579afea4e9e576038c39e5f08c7a79b60fb2f8294866046ddd1f95;8
RankUpgraded(uint256,uint8);\x7a65ad7a9ecec68c4dd3e33c7aec8883f24c13fdd64ff662aced4727c23aadce;8
Birth(address,uint256,uint256,uint256,uint8,string,uint256);\x8aa3b6c83f64aaf0b7027da49b0d4143f5e430c2487b792cb45bb86765c18f11;8
DataSourcesChanged();\x64a3e03dbad3b4d722e0bdafec29c608f3c42e46d0363ef81747cb5d4d68822e;8
MintToken(uint256,address,uint256);\x207f55ba01c4294fc34d3fa8c3c37cdc1863b4056044e4bb590d6d1aa9387136;8
BurnToken(uint256,address,uint256);\xf698c042c939eb49fdf39b1ea705daed0ea2d81a1536dec3b7fde218cd549d24;8
AddAuthority(uint256,address);\xc6e82bc13cdb62ef7d366267fe83861dc2662f5cca68057b0852bc2c359bc6cb;8
RemoveAuthority(uint256,address);\x67757486c18eba7988b68268463b561e52d92d50e193a13873dfde93200bbbdd;8
ChangeRequiredApproval(uint256,uint256,uint256);\x44efae57b8a2d2374558d6fe2ee5863538f2888519874f46d58be078bf9e090b;8
VoteAccept(uint256,address);\x4dfd7a1d6b0b1300e2b7f81bf40744fec9b0077fffd7ae258256efc9c782070d;8
VoteReject(uint256,address);\xfae76b1cb819f3ce93a4d12d51c9c2b642031ac6b0993a9019185af5a0128deb;8
LandClaimed(uint256);\xbe5015635c34cbee4ad5d6b34f0bc4757e44efcb9ab330114167d493badcc002;10
HouseBuilt(uint256);\x6ab627baad26e3c554d8963ce1402fa5236577fe51702e8a6b2aac2abec31a30;10
Dispute(address,uint256,string);\x775071bee3f2d409883bcb9dfcef6befa9343668ab341f76fcc5817b52a12611;10
BchApproval(address,bool);\x387797210916a5c520f420b0ef09d9bee966f0728f388056ec40f6ac4a8a81ef;10
OrderCreated(bytes32,address,address,address,uint256,uint256,uint256,address,uint256,uint256);\xe2cd050c0379c0cb14e606b00e50adbc91d6aecf9a688eea56fa93684b8b4310;10
Deposit(bytes32,address,address,uint256,uint256);\x52d53f1a8b77300a7e949e8404b5b690925c03bbb3bc329b5a05f70abc2a24a0;10
Refund(bytes32,address,address,uint256);\x5b2a5a92e7e0aa7bcf044d10a942ae5f1213049cacda790715f50bb32f503fa7;10
OrderSwapped(bytes32,address);\x44718dd9f1347cc728de75a7e465c3c52e22588f75b06eac4fe4b0b2b7e061db;10
SwapSend(bytes32,address,address,uint256);\x6e71f3d02fa39a6ecb3f8ab11cce4a0aa3959aa8909de48e2ac9be7e135721ee;10
ownerCutChanged(uint256);\x245998fdefded69e9a8f6a1f76bf125cc1ea82a2346d19bc8384a95c6b9a3243;10
AuctionCreated(uint256,uint128,uint64);\x6fd490b931712b637c655f609b6744971d6902d00d0cd2cd545892f57ea2c0fd;10
AuctionSuccessful(uint256,uint128,address);\x8f8bb2ffd7fdea48eb5a17d78b4973ff5559b967bf46a2c750942036046fbee9;10
AuctionExpired(uint256);\xb5e6cbc8a13a6bedcfd3d4a24613565c9c6d87e4d62d6e92135b8729cd389161;10
HighestBidIncreased(uint256,address,uint128);\x6c3c751361bbb5cace323f43c378fc45decb8e2e1366ae4233bf61dcc512ef2f;10
BalanceChanged(address,int256,uint256,uint8);\xd42531819f80124cde4ecc43aa387c9096d233d17d863735d0b00f1e98b0dc87;10
TotalSupply(uint256);\x91cf34a58a9ed220d9b072639106d1d07251e1791426d2560ab2d6c4ca19a183;10
TokenPurchaseRequestFromInvestment(address,uint256);\x4d747e6f787e600d1e2f7bfdac318c005ee8611d9815aa1148cce759aaec07ea;10
ApproveTokenPurchaseRequest(address,uint256);\x266414f11ef897d81d30af838253ad1674cd9298db9f5cd0ffc4fc23f878fcda;10
AssetAcquired(address,uint256,string,uint256);\xe351eec8d3da7618ce92385ba369fee57bb2a62fc7023e58bf44db78e62c275e;10
TokenPriceSet(uint256,uint256);\x2d11d55576c2ebb7af83c94e875768af4c6fd8bea7a22b395b14a857c361505b;10
TokenBrought(address,address,uint256,uint256);\x357aa6ac22607825c11c3be3a02a92112ac24ad3786c5cdaafae1417c01f62f6;10
PriceRateChanged(uint256);\xee7600fb935f513a489048a6180f121afb458677106979021ead5712753ec721;10
SlowDownRateChanged(uint256);\xd76c2a6b335cc11496c77fd9617847921025d01420c9a9fb1b37779d69bb90ea;10
ProfitCommissionChanged(uint256);\x8b9dad3818fb38774ac3e1fe2b24176e0fd8c8a7cc2b777d5f0c9ea69c73690e;10
MintPriceChanged(uint256);\x25b1f9f6b6e61dfca5575239769e4450ed2e49176670837f5d1a82a9a2fc693f;10
SharePercentageChanged(uint256);\xf08ea8fc7c47015d95f7c5f2452365f04b2ab39351b26b97a30b6b891d11b935;10
NumberOfSharesChanged(uint256);\x6a704769301fab1e180c65d4514c278c66599b7ec48e8ba75a07087483e31c5e;10
ReferralCommissionChanged(uint256);\xd5eaf5bfd09563dbc441cddb1a7323c0aa089efb6a294a7d920e934f97960687;10
TokenStateSet(uint256,uint8);\x11628b7579f61c57832e9a4716c653cdd7c99ec52a5cf2f27df625ff1faeee82;10
Burned();\x6fb11f548e193d40bc036b46ccce56486575c38194e47b5202010c73020c181a;8
ShareholderRemoved(address,uint256);\x775539f018602cb5533761287430a74c8cc49b559ee2fbcd32e086789206382a;8
ConfirmationReceived(address,address,address,uint256);\x53b11c30afe3ae1c6ce71e51f41f93b2f3e749746a6d562d0c0c628483b4d34d;8
ConsensusAchived(address,address,uint256);\x9c886c59cdcf571395e259bbb96c4db4f32ee434b30aca503b30ca52ebddcc08;8
Submission(address,uint256,string);\x55e2281e8825b68bc81dd60ea4227b53f3014c550fdc528bb3e866052c50cfca;8
TypeAdded(string,bytes32);\xa309826cb001f00cbe8de8722809ceec8a0aed7c92bfeb454c21093add35b6fd;8
TypeRemoved(string,bytes32,uint256);\xad053762b78024028c44c87b5220f867eb36db8a9c70cdf92209e855c46d5560;8
DocumentAdded(string,bytes32,uint256);\x0e46951aa9efc0aab2773886fcfde3a3f63d418b2447c8e61c064eed22ee43a3;8
NewVersionChanges(address,address);\xc8aaf7d150bae33900df4c460d14a07188cbf5d3f8aca18e3b20d02b4ac45507;8
OldVersionAdded(address);\xe522ef97e39e1bf279b95a8a5df436943094855a621d5173bfbec4fca60eef57;8
OldVersionRemoved(address);\x2b816ae58583f2eb5f304ecfac86ed914f8ce18ff527e5345021e118ebd292fc;8
Seizure(address,uint256);\x2f59b330c6d6ab6af23cb297f8846e84b6cf10eccc580c209c5b4056149f839a;8
PolicyChanged(address,address);\x9fb4639eb3115274c0dca1893a5ffb376a717d9268b31846835ac71bcce5470b;8
BidderRegistred(address,uint256);\x3c650fdac2b4073147f40fb1f78df31c6a0be53da2ec6f4d8a82cd778413f4d0;8
BidAdded(address,address,uint256);\x406124d12675532f1527372f08793bc6b3e7dececd1872cca4e95974d0c03653;8
ChallengeAdd(address,uint256,string,uint256,uint256,uint256,uint256);\xf358af95ac7f90a902369ab6d278ea81721706f11d6e1d666ce49cd1caa31a87;8
SubmissionAdd(address,uint256,string,string,uint256);\xa1ccfe7e61a61e3eb6babb30982c510964653264337585fbdb6bcbc3b47ccb65;8
TokensIssued(address,uint256,uint256);\xc91a3666a5b4764b69624fd864f5f18d75169482bacba07da1dbf4be975f83e2;10
InitVoting(uint256,uint256,uint8);\x2ee7d1a921886c61844dd7e54d8e3f2e9c2fc43c4c4829a29850f9e3c2202f13;10
Vote(address,int256);\x30765414d71f0958c667a2404100f9797fdb8149724871b2c42042ee08480d7e;10
MasterTokensSwapped(uint256);\xdcc778343cbe5d5882ea06b34e1d02a47e36efa2e6e1b27a15474d33af149262;10
TokensSwapped(address,uint256);\x560c2d01b390b6779e2d10c443fb354f5ce2ec169ef6617c3bb2208938f82dc9;10
TeamTokensSwapped(address,uint256);\x9ac771f600ae5e29e5f87640ecf021f8553bea099da4b1225c3e761ad20333c1;10
SwapApproved(address,uint256);\xcdc6794d62e757a1dd95a7263cbce69c53f2c1887e1e49f6fe2a7950d9036222;10
TeamMemberAdded(address);\xcb5d35f3d58007ab65c22252d42a544314d3bf8e16e71d153996fd99735653de;10
TeamMemberRemoved(address);\x113ac15d1e9d35bbc48c65ac66da9d44808929220056e22450b3c48222e8ec73;10
VerifyAddress(address,string);\x83a85081822f8770ec9cf5f9cc4e3e97faf94c6e24fa79eccbc69b6704c6ecda;10
SendMsgEvent(address,string);\xabfcb1a064a85d1783041cb1c5e3fe9f6e647f05295261e4b7de428076a4953d;10
SSG_SetCEx(address);\xf35cf7b3530c52a5d0c2f67918277ce4a8295952e3a7d56a235cfee2b40b41d1;10
SSG_DeleteCEx(address);\x790cba0a7754ee3ca66370c3fbcb1969dc697df1f08b1003cdd6921bcd8101e4;10
SSG_SetSuperInvestor(address);\x6322fd5e70ee114db76948e8065793f7f5b61ae823c2000a19ef8915a5bdc3f0;10
SSG_DeleteSuperInvestor(address);\xceed9b24c412636e6cb3c7782d316f9f72cdd7513d5692c29e2861e1c3427214;10
SSG_SetInvestor(address);\xaee082a76fe67dbe9033537451a111c20edd7c1e07a8a633066eaf3c1906d032;10
SSG_DeleteInvestor(address);\x2ec54c7137c8613dbaf84c72dbfb749c5a16da4be95a3af6250ec3925d777a64;10
SSG_Stash(uint256);\x18693a3e3a3e27b07c9619c97e57444f5bda0aa8204bf48c1ab092fb2be38585;10
SSG_Unstash(uint256);\x3087d6d5ba5f0baa87f4acb6ec16b7bfc37011a4194a8c012a596766a8a4f9ab;10
SSG_TransferFrom(address,address,address,uint256);\x9048f4eb69864835b2d519803df51a20713da0386f763a174ca797ecc1fc0063;10
SSG_Burn(address,uint256);\x55cf326ecf6ace79c6751c0b657cac3ae4a075c2761d45d247c53ecfc46c78e5;10
SSG_Blacklisted(address);\x2777737eea7077964f6d2a2c20eb4b1ef727613c27603a793d896a2b53aac999;10
SSG_Whitelisted(address);\xc8bed252481b6bef1eecbf5b02820f292da311e4b0d37ce88f25d5568faf9b57;10
SSG_Pause();\xc19764a0b9142cf68b3a416f916ec6c682bd7e571817db5c9ddc452bb27bd464;10
SSG_Unpause();\x19a1533516036508e1c5d506437f7d11ca417b3b044126d26f1a358ad93147a6;10
SSG_RoleTransferred(uint8,address,address);\xaf3d1df391d608994760eb35af023429f13138d30458dac75530b36edc79dab9;10
SSG_SetOperator(address);\x73634a507016f856c4b957a6d37ec0922fe3d5f89bbe2528c65b628711955b60;10
SSG_DeletedOperator(address);\x9071dc15b907cee991f92661e4462a11dc0325b233dfefe51c73d0a135da5741;10
HardcapCompiled();\x13b122b9673fc89cb4b932204c37c3daa62adbe8d5e4939b6c32d2fb5e1b523b;10
SoftcapCompiled();\x6343bce1e692b8896ca1f91ca9d3c151de660d9d1762145673162d064b8f6ba2;10
Tap(address,uint256);\xfc3b98e76f4840b19b2829249e3a6ec2bbac1fb30a799c637102913eb3928a06;10
Accept(address);\x5dbe2599fd6080a6c8d91d0850baa44f165fb0c49bcfcbe85981e7ff77bdbe52;10
SendToCheck(address);\xdf57ac2e7566c52687a612c737f0755f3b96a8fc8182efb89ae2696c236590a7;10
RemoveFromList(address);\xcd2c44131ebadfbc62cbfdb578cf0e80c92273f64a68934ae38c512da5528947;10
Stop(address);\x5f8b016b80ca3a499d7fc818528ee3c8658d421489a9efdf1d365c4241ddd883;10
UpdatedBlockingState(address,uint256,uint256,uint256,uint256);\x566ce911dc1e85418e43972a57ecd9078c6a04f7979212383f1e710f7f7a95ba;10
BulkDeposited(address,uint256,uint256);\xfab48c7b795d1ee6f4abba6c27ae92bc8644fe4759d2b2410682045f208a0553;10
Withdrawn(address,address,uint256,uint256,uint256);\x3cae9923fd3c2f468aa25a8ef687923e37f957459557c0380fd06526c0b8cdbc;10
BulkWithdrawn(address,uint256);\x7b8d581c9da8cf4ba18d796262db3dd28a5883183eda2473d247ef6bf239550c;10
BulkTransferred(address,uint256);\x21c0e1e4ba1288a84b826d897f10dd4ce393ac8157605fc56eb11728fc082340;10
TraderAdded(address);\x1d9b23fc2a9694437cfc15213a0fa0d4035454b424550798c01928db9dc60498;10
TraderRemoved(address);\x75db1c3d0ec52718796b33ea74926fde51d3cb248fea0e85e0230cdc2a0b9047;10
EtherDepositReceived(uint64,uint256,address,uint256);\x87c7bfd98aa2bdc25bce042b733bfc4db29ea3b69e6ddbe794486ff29e06fa02;10
TokenDepositReceived(uint64,address,uint256,address,uint256);\xebd88c5025c59e3be6d1c60933148c79b5dafc02e8b14ee438a59dedf03c132e;10
LogProposal(string,address,address,uint256,string,address,uint8,uint8);\xd44eb5e87f140d3d695aa20a03ed89578190ce0aa623897e8bf6c0a6f161a29e;10
